Text,Tag,Tag - Color,Tag - Group,Tag - Board,Note - Title,Note - Group,Note - Board,Note - Country,Note - Account,Note - Sector,Note - Account type,Note - Status,Insights,Created,URL
"OCRE framework ? the college use Azure for 2 servers, but don?t like the charging models for cloud ? looking at options including possible data centre. Alternatively, the OCRE framework may support cost savings",Cloud support,#230078,Cloud/T&I,Digital Infrastructure,143,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,15/09/2021 12:39,https://dovetailapp.com/data/24btLG8KsD4Biz5MNV9lfM#v=ewAiAGgAIgA6ACIANABjADAAOQBlADEAYQBhAC0AYgA4ADcAYgAtADQAOAAzADIALQA4ADUAMQBlAC0AZgA2AGQANAA5AGYAYwBkAGQANQBhADIAIgB9AA
Purchased Managed SIEM at 2GB ingention per day - college may require an increase in this ingestion,Managed SIEM,#230078,Cyber security,Digital Infrastructure,143,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,15/09/2021 12:39,https://dovetailapp.com/data/24btLG8KsD4Biz5MNV9lfM#v=ewAiAGgAIgA6ACIAYgBmADEANgA2AGYAMAA0AC0AOQBmADcAMwAtADQAZgBlAGUALQBhAGYAOQBjAC0AYQAzAGEAMwBmADYAOQA5ADAAYgBmADEAIgB9AA
"Cyber Essentials due July 2022 ? used another provider July 2021, so aim to convert to Jisc?s service. ? Cyber Essentials plus planned 2021-22",Cyber Essentials + Plus,#a00064,Cyber security,Digital Infrastructure,143,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,15/09/2021 12:39,https://dovetailapp.com/data/24btLG8KsD4Biz5MNV9lfM#v=ewAiAGgAIgA6ACIAYwBhADEAYQA5AGYAMgBmAC0AZABiADkAMQAtADQAZgA0AGIALQBhAGMAYgA2AC0AYgAyAGIAYgAwAGIAMABkADAAYQAxADgAIgB9AA
Pen testing Support with Cyber essentials Cyber security Assessment Longer term support for ISO270001,Pen testing,#230078,Cyber security,Digital Infrastructure,3987,AEP FE and skills,Data,England,,FE Members,Independent Specialist College - Special Educational Needs,2. Managed: Engagement plan approved,,08/10/2021 15:00,https://dovetailapp.com/data/24DKZ0KfHLNGTsZsIP1mKt#v=ewAiAGgAIgA6ACIANABjADgANQAxAGMAYQAzAC0AYgAyADcAMgAtADQANwBkADgALQBhADEAMwAzAC0AZABmADEAOQA0AGMAZQAwAGUANgBmADIAIgB9AA
Pen testing Support with Cyber essentials Cyber security Assessment Longer term support for ISO270001,Cyber security support (general),#230078,Cyber security,Digital Infrastructure,3987,AEP FE and skills,Data,England,,FE Members,Independent Specialist College - Special Educational Needs,2. Managed: Engagement plan approved,,08/10/2021 15:00,https://dovetailapp.com/data/24DKZ0KfHLNGTsZsIP1mKt#v=ewAiAGgAIgA6ACIANABjADgANQAxAGMAYQAzAC0AYgAyADcAMgAtADQANwBkADgALQBhADEAMwAzAC0AZABmADEAOQA0AGMAZQAwAGUANgBmADIAIgB9AA
Pen testing Support with Cyber essentials Cyber security Assessment Longer term support for ISO270001,Cyber Essentials + Plus,#a00064,Cyber security,Digital Infrastructure,3987,AEP FE and skills,Data,England,,FE Members,Independent Specialist College - Special Educational Needs,2. Managed: Engagement plan approved,,08/10/2021 15:00,https://dovetailapp.com/data/24DKZ0KfHLNGTsZsIP1mKt#v=ewAiAGgAIgA6ACIANABjADgANQAxAGMAYQAzAC0AYgAyADcAMgAtADQANwBkADgALQBhADEAMwAzAC0AZABmADEAOQA0AGMAZQAwAGUANgBmADIAIgB9AA
Building digital capability for staff,Digital capabilities,#a00064,Digital skills and capabilities,Tags,3987,AEP FE and skills,Data,England,,FE Members,Independent Specialist College - Special Educational Needs,2. Managed: Engagement plan approved,,08/10/2021 15:01,https://dovetailapp.com/data/24DKZ0KfHLNGTsZsIP1mKt#v=ewAiAGgAIgA6ACIAOQBjADAAZgA0AGYAMgBkAC0AZABlADAAMwAtADQAZgAwADgALQA4AGIAMwAzAC0AZgA5ADEAMwAzAGUAYwAxADMAMgAyADQAIgB9AA
Potentially UKAMF and IDP in order to access Jisc resources ,Trust and identity,#230078,Cloud/T&I,Digital Infrastructure,3987,AEP FE and skills,Data,England,,FE Members,Independent Specialist College - Special Educational Needs,2. Managed: Engagement plan approved,,08/10/2021 15:00,https://dovetailapp.com/data/24DKZ0KfHLNGTsZsIP1mKt#v=ewAiAGgAIgA6ACIAZQA1AGIANAA2AGMAZQA5AC0ANAAxAGIANwAtADQAOAAwAGYALQA4ADcANAA1AC0AZQBlAGYANgA1ADYAYQAxADEAMQBlADIAIgB9AA
Potentially UKAMF and IDP in order to access Jisc resources ,BDC service,#a00064,Digital skills and capabilities,Tags,3987,AEP FE and skills,Data,England,,FE Members,Independent Specialist College - Special Educational Needs,2. Managed: Engagement plan approved,,08/10/2021 15:00,https://dovetailapp.com/data/24DKZ0KfHLNGTsZsIP1mKt#v=ewAiAGgAIgA6ACIAZQA1AGIANAA2AGMAZQA5AC0ANAAxAGIANwAtADQAOAAwAGYALQA4ADcANAA1AC0AZQBlAGYANgA1ADYAYQAxADEAMQBlADIAIgB9AA
Resilient connectivity,Connectivity (general),#230078,Network and connectivity,Digital Infrastructure,462,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 11:18,https://dovetailapp.com/data/255O9d4lDLgZ1idzDh7UWk#v=ewAiAGgAIgA6ACIAMAAxADkAZAA0AGMAMwBmAC0ANgAxADgAMgAtADQANABkADMALQA4AGMAYQAyAC0AOAAyADYANgBiADUAOAAxADkAOAAwAGQAIgB9AA
Managed services,Managed services,#230078,General IT,Digital Infrastructure,462,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 11:18,https://dovetailapp.com/data/255O9d4lDLgZ1idzDh7UWk#v=ewAiAGgAIgA6ACIAMgA0ADAAZgBmAGQAMwBjAC0AYQA2ADQANwAtADQANAAwADkALQA4ADQANAA3AC0AMQBiADQANAAwADcAMwA5AGUAZAAxAGYAIgB9AA
CE and CE Plus,Cyber Essentials + Plus,#a00064,Cyber security,Digital Infrastructure,462,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 11:18,https://dovetailapp.com/data/255O9d4lDLgZ1idzDh7UWk#v=ewAiAGgAIgA6ACIAMgA5ADgANwA0ADkAZgA3AC0ANwBkADYANgAtADQAZgBjADgALQA5ADYAMAA2AC0ANgBiADIANgA4ADMAZQA4AGEANgA1ADgAIgB9AA
Digital Strategy support,Strategy support,#a00064,Capacity building,Tags,462,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 11:19,https://dovetailapp.com/data/255O9d4lDLgZ1idzDh7UWk#v=ewAiAGgAIgA6ACIAMgBmADcAYgAyADYAZgA4AC0ANwA5ADQAOAAtADQANAA0ADAALQBiADEAMABiAC0AZQA1AGQAZAAzADcAMwAyAGEAMQAzAGQAIgB9AA
DEI & BDC,Learner experience,#ff6e00,Digital pedogogy,Learning and teaching,462,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 11:19,https://dovetailapp.com/data/255O9d4lDLgZ1idzDh7UWk#v=ewAiAGgAIgA6ACIANwBjADMANgBhAGIAOQBlAC0ANgBiAGQAMwAtADQAMABlAGMALQBhAGUANgA4AC0AOAA3ADcAMwBmAGUAMABjADkAYgBlAGYAIgB9AA
DEI & BDC,Digital capabilities,#a00064,Digital skills and capabilities,Tags,462,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 11:19,https://dovetailapp.com/data/255O9d4lDLgZ1idzDh7UWk#v=ewAiAGgAIgA6ACIANwBjADMANgBhAGIAOQBlAC0ANgBiAGQAMwAtADQAMABlAGMALQBhAGUANgA4AC0AOAA3ADcAMwBmAGUAMABjADkAYgBlAGYAIgB9AA
DEI & BDC,Insights tracker,#dc3c8c,Digital pedogogy,Learning and teaching,462,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 11:19,https://dovetailapp.com/data/255O9d4lDLgZ1idzDh7UWk#v=ewAiAGgAIgA6ACIANwBjADMANgBhAGIAOQBlAC0ANgBiAGQAMwAtADQAMABlAGMALQBhAGUANgA4AC0AOAA3ADcAMwBmAGUAMABjADkAYgBlAGYAIgB9AA
DEI & BDC,BDC service,#a00064,Digital skills and capabilities,Tags,462,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 11:19,https://dovetailapp.com/data/255O9d4lDLgZ1idzDh7UWk#v=ewAiAGgAIgA6ACIANwBjADMANgBhAGIAOQBlAC0ANgBiAGQAMwAtADQAMABlAGMALQBhAGUANgA4AC0AOAA3ADcAMwBmAGUAMABjADkAYgBlAGYAIgB9AA
Pen testing,Pen testing,#230078,Cyber security,Digital Infrastructure,462,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 11:18,https://dovetailapp.com/data/255O9d4lDLgZ1idzDh7UWk#v=ewAiAGgAIgA6ACIAOQAyAGEAZAAzADQAOABhAC0AZQA5AGYANgAtADQAMQA3ADEALQBiADgANgA2AC0AZAA2ADcANQA2ADUAOAAwADUAYwA0ADcAIgB9AA
Equipment frameworks if CAPEX bid successful,Frameworks,#230078,General IT,Digital Infrastructure,462,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 11:22,https://dovetailapp.com/data/255O9d4lDLgZ1idzDh7UWk#v=ewAiAGgAIgA6ACIAYgA5ADgAZgBjADgAMQAzAC0ANwA3AGYAZQAtADQANwBkAGIALQBhADEAMwAxAC0AMABkAGIAZgBhADEAYgA4AGUAYQAyAGMAIgB9AA
Disaster recovery support,Business continuity,#230078,General IT,Digital Infrastructure,462,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 11:20,https://dovetailapp.com/data/255O9d4lDLgZ1idzDh7UWk#v=ewAiAGgAIgA6ACIAYwAyADEAYwA5ADcAZQA4AC0AOABkADQAZAAtADQAMQA3AGMALQBiADkANABjAC0AMAAyAGMAYQAwAGEANwA3AGUAYQAxADgAIgB9AA
Ebooks/digital resources promotion and development,e-Books for FE,#a05000,Digital resources,Learning and teaching,462,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 11:18,https://dovetailapp.com/data/255O9d4lDLgZ1idzDh7UWk#v=ewAiAGgAIgA6ACIAZAA4ADAAOQBjAGEANwBiAC0AMABmADMANAAtADQAZQA2ADIALQA5AGUAOQA0AC0AMwBjADIAMwA2ADAAMAA2ADEAZgBiAGUAIgB9AA
Ebooks/digital resources promotion and development,DLR usage,#a05000,Digital resources,Learning and teaching,462,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 11:18,https://dovetailapp.com/data/255O9d4lDLgZ1idzDh7UWk#v=ewAiAGgAIgA6ACIAZAA4ADAAOQBjAGEANwBiAC0AMABmADMANAAtADQAZQA2ADIALQA5AGUAOQA0AC0AMwBjADIAMwA2ADAAMAA2ADEAZgBiAGUAIgB9AA
Cyber security support,Cyber security support (general),#230078,Cyber security,Digital Infrastructure,462,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 11:19,https://dovetailapp.com/data/255O9d4lDLgZ1idzDh7UWk#v=ewAiAGgAIgA6ACIAZQAzADUAZQBmADQAYQA1AC0AZABiAGMAZAAtADQAOQA0AGYALQA5AGMAZABiAC0AMAA0AGMAOQAzADEAZQAxAGQANwBhAGYAIgB9AA
Digital strategy,Strategy support,#a00064,Capacity building,Tags,462,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 11:19,https://dovetailapp.com/data/255O9d4lDLgZ1idzDh7UWk#v=ewAiAGgAIgA6ACIAZgAxADkAMAA1ADAAYwBiAC0AYQA3ADcAZQAtADQAMgBjADEALQBhAGIANwAxAC0ANgBlADYAYQAzADcAMgAyADcANgA0ADYAIgB9AA
COVID Cyber security in light of recent sector wide attacks,Cyber security support (general),#230078,Cyber security,Digital Infrastructure,4385,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,08/10/2021 14:59,https://dovetailapp.com/data/26dzW01KlIZUTL0E1cl2SS#v=ewAiAGgAIgA6ACIAMgBkADkANwA3ADAAOAAwAC0AYgA5ADEAYgAtADQAZgA2ADMALQA4AGMANgBmAC0ANQAwADcAMAAwAGMANAA0ADIAMAAxAGQAIgB9AA
Engaging with the student body - DEI survey subscribed to,Insights tracker,#dc3c8c,Digital pedogogy,Learning and teaching,4385,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,08/10/2021 14:59,https://dovetailapp.com/data/26dzW01KlIZUTL0E1cl2SS#v=ewAiAGgAIgA6ACIAMwBjADYANQA1ADEAMQAxAC0ANwBiADUAZQAtADQAZgBhADgALQBhAGMAZQBlAC0AMABjAGEAYQAyADEAZABjAGYAYQBjAGUAIgB9AA
Engaging with the student body - DEI survey subscribed to,Learner experience,#ff6e00,Digital pedogogy,Learning and teaching,4385,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,08/10/2021 14:59,https://dovetailapp.com/data/26dzW01KlIZUTL0E1cl2SS#v=ewAiAGgAIgA6ACIAMwBjADYANQA1ADEAMQAxAC0ANwBiADUAZQAtADQAZgBhADgALQBhAGMAZQBlAC0AMABjAGEAYQAyADEAZABjAGYAYQBjAGUAIgB9AA
Staff digital capability - bought into Jisc's service,BDC service,#a00064,Digital skills and capabilities,Tags,4385,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,08/10/2021 14:58,https://dovetailapp.com/data/26dzW01KlIZUTL0E1cl2SS#v=ewAiAGgAIgA6ACIANgA0ADMAYQBjADMANgBhAC0AZgA0ADUANQAtADQANwAwADcALQA5ADgAMgBmAC0AZABhADYANAAyADYANQBkAGIANQAxADQAIgB9AA
Staff digital capability - bought into Jisc's service,Digital capabilities,#a00064,Digital skills and capabilities,Tags,4385,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,08/10/2021 14:58,https://dovetailapp.com/data/26dzW01KlIZUTL0E1cl2SS#v=ewAiAGgAIgA6ACIANgA0ADMAYQBjADMANgBhAC0AZgA0ADUANQAtADQANwAwADcALQA5ADgAMgBmAC0AZABhADYANAAyADYANQBkAGIANQAxADQAIgB9AA
"Cloud aspirations - wanted an assessment of readiness, however, our scope failed to hit the mark MS teams roll out and greater use of its functionality",Cloud support,#230078,Cloud/T&I,Digital Infrastructure,4385,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,08/10/2021 14:59,https://dovetailapp.com/data/26dzW01KlIZUTL0E1cl2SS#v=ewAiAGgAIgA6ACIAYgA4ADgAOQBlADQAZgBiAC0AYgAxAGUAZQAtADQAZAA5ADUALQBiADIAZQBkAC0AOQAyADkAZAA2ADAAMgAwADAANAAwADQAIgB9AA
Managed SIEM - conversations ongoing Teams for telephony,Telephony,#230078,Cloud/T&I,Digital Infrastructure,4385,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,08/10/2021 14:59,https://dovetailapp.com/data/26dzW01KlIZUTL0E1cl2SS#v=ewAiAGgAIgA6ACIAYgBmAGIAOABhADUANAA1AC0AOQAyAGUANAAtADQAZgBlADQALQA5AGYAYQAwAC0AZAAzADIANAA5AGQANwA4AGUAZABjAGQAIgB9AA
Managed SIEM - conversations ongoing Teams for telephony,Managed SIEM,#230078,Cyber security,Digital Infrastructure,4385,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,08/10/2021 14:59,https://dovetailapp.com/data/26dzW01KlIZUTL0E1cl2SS#v=ewAiAGgAIgA6ACIAYgBmAGIAOABhADUANAA1AC0AOQAyAGUANAAtADQAZgBlADQALQA5AGYAYQAwAC0AZAAzADIANAA5AGQANwA4AGUAZABjAGQAIgB9AA
Cyber Essentials due date TBC (likely Nov/Dec ),Cyber Essentials + Plus,#a00064,Cyber security,Digital Infrastructure,708,AEP FE and skills,Data,England,,FE Members,Further Education College - Specialist,2. Managed: Engagement plan approved,,06/10/2021 15:10,https://dovetailapp.com/data/28fOA1krkjYiLlXyNoCBzN#v=ewAiAGgAIgA6ACIAOQAwADcAMgAzAGYAOAAwAC0AMQA5AGEAOQAtADQAMgA3ADQALQA4ADEAMQA2AC0AMABkADQANQBmADAAYwBkAGUAMgA3ADYAIgB9AA
Pen testing due November 2022,Pen testing,#230078,Cyber security,Digital Infrastructure,708,AEP FE and skills,Data,England,,FE Members,Further Education College - Specialist,2. Managed: Engagement plan approved,,06/10/2021 15:10,https://dovetailapp.com/data/28fOA1krkjYiLlXyNoCBzN#v=ewAiAGgAIgA6ACIAZAA5ADQAMQBhADEAZgBmAC0AMwBlADcAYgAtADQAYwBiADQALQA5ADEAOQAwAC0ANQBiAGQAMwBhADYANAAxADYAZgAzADAAIgB9AA
upgrading WIFI,Wifi,#230078,Network and connectivity,Digital Infrastructure,238,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,07/10/2021 11:23,https://dovetailapp.com/data/2a7ukGSX8WUqm5hg9TaZip#v=ewAiAGgAIgA6ACIAMAA5ADEAZAA1ADQAZgAxAC0AZAA4AGUAZgAtADQAZABiAGUALQA4ADgAMAA3AC0AYwAxADQAMQBiADYANAAxADQAOAAyAGQAIgB9AA
"Challenges balancing funding with plans - opporutnity to Jisc to support via a number of routes e.g frameworks, advice & guidance",Advice and guidance,#a00064,Capacity building,Tags,238,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,07/10/2021 11:24,https://dovetailapp.com/data/2a7ukGSX8WUqm5hg9TaZip#v=ewAiAGgAIgA6ACIAYQBjADEANABhADYAZgAyAC0ANwA1AGIANAAtADQANgA3AGIALQA4AGIAYQAyAC0AZAAyADcAYwBhADIAYQA3AGEANwAxADQAIgB9AA
"Challenges balancing funding with plans - opporutnity to Jisc to support via a number of routes e.g frameworks, advice & guidance",Frameworks,#230078,General IT,Digital Infrastructure,238,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,07/10/2021 11:24,https://dovetailapp.com/data/2a7ukGSX8WUqm5hg9TaZip#v=ewAiAGgAIgA6ACIAYQBjADEANABhADYAZgAyAC0ANwA1AGIANAAtADQANgA3AGIALQA4AGIAYQAyAC0AZAAyADcAYwBhADIAYQA3AGEANwAxADQAIgB9AA
Cyber Essentials,Cyber Essentials + Plus,#a00064,Cyber security,Digital Infrastructure,238,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,07/10/2021 11:23,https://dovetailapp.com/data/2a7ukGSX8WUqm5hg9TaZip#v=ewAiAGgAIgA6ACIAZgA3ADIAOABjADAANwAxAC0ANABhAGUAOQAtADQANwAzADUALQBhAGYAOQBkAC0AZgA0AGQANwAyADgANABmAGUAZQAwAGIAIgB9AA
"Network attacks, especially phishing",Network security and resilience,#230078,Network and connectivity,Digital Infrastructure,947,AEP FE and skills,Data,England,,FE Members,Independent Specialist College - Special Educational Needs,2. Managed: Engagement plan approved,,07/10/2021 09:40,https://dovetailapp.com/data/2cGjMAjerDT8tmdVf6Z0dS#v=ewAiAGgAIgA6ACIAMQA2ADQAYwAyADIAMgA5AC0AYgA0AGYAYgAtADQAYQAzADQALQA4ADkAZAAyAC0ANgAxAGEAYgA1ADcAOQBlADUANgBmAGQAIgB9AA
Possible Cyber essentials if they move forwards with it,Cyber Essentials + Plus,#a00064,Cyber security,Digital Infrastructure,947,AEP FE and skills,Data,England,,FE Members,Independent Specialist College - Special Educational Needs,2. Managed: Engagement plan approved,,07/10/2021 09:40,https://dovetailapp.com/data/2cGjMAjerDT8tmdVf6Z0dS#v=ewAiAGgAIgA6ACIANAA5ADQAMwBiAGIAMwBhAC0ANwBlADgAZgAtADQAYgBkADkALQA4AGQAMAAwAC0AMwA1AGIAZQBhADIAOQA1ADcAZgAxADAAIgB9AA
General uptake of Jisc membership,Maximise Jisc membership,#8cb41e,General needs,Tags,947,AEP FE and skills,Data,England,,FE Members,Independent Specialist College - Special Educational Needs,2. Managed: Engagement plan approved,,07/10/2021 09:40,https://dovetailapp.com/data/2cGjMAjerDT8tmdVf6Z0dS#v=ewAiAGgAIgA6ACIANQA1ADcAOQAzADgAZABiAC0AYgAxAGIAZAAtADQANQA3ADcALQA5ADAANABmAC0AYgAzADcANgA5AGMAMQBkADIAZAAzADQAIgB9AA
Digital strategy support,Strategy support,#a00064,Capacity building,Tags,947,AEP FE and skills,Data,England,,FE Members,Independent Specialist College - Special Educational Needs,2. Managed: Engagement plan approved,,07/10/2021 09:40,https://dovetailapp.com/data/2cGjMAjerDT8tmdVf6Z0dS#v=ewAiAGgAIgA6ACIAOQBlAGQAMwA5ADAAMgA2AC0ANgA0ADEANAAtADQANAA2ADkALQA5ADgAZQBhAC0AOQA0ADcAYQA0ADMAOQAwAGMAYgA0ADcAIgB9AA
Library resources support,Digital resources (general),#a05000,Digital resources,Learning and teaching,324,AEP FE and skills,Data,England,,FE Members,Further Education College - Specialist,2. Managed: Engagement plan approved,,07/10/2021 09:59,https://dovetailapp.com/data/2pCKyFjaCVOUlKczbhNwzY#v=ewAiAGgAIgA6ACIANABlAGYAMgA0AGQAZAA1AC0AOQAzAGQAMgAtADQAZgA1ADMALQA4ADMAZABkAC0AYQA5AGYAYgA3ADEAZQA0ADQAMABhADcAIgB9AA
None as yet known,Implicit needs unknown,#ffb400,General needs,Tags,324,AEP FE and skills,Data,England,,FE Members,Further Education College - Specialist,2. Managed: Engagement plan approved,,07/10/2021 09:59,https://dovetailapp.com/data/2pCKyFjaCVOUlKczbhNwzY#v=ewAiAGgAIgA6ACIANwAwADMAOQBmADEAOAA5AC0AMQA1ADIAMgAtADQAZQA1AGIALQA5ADEAYQAxAC0ANQA3AGQAOAA2AGIANgA3ADMAZQAwADgAIgB9AA
Cyber threat support,Cyber security support (general),#230078,Cyber security,Digital Infrastructure,324,AEP FE and skills,Data,England,,FE Members,Further Education College - Specialist,2. Managed: Engagement plan approved,,07/10/2021 09:59,https://dovetailapp.com/data/2pCKyFjaCVOUlKczbhNwzY#v=ewAiAGgAIgA6ACIANwA5ADYAOQA1ADYAMwBhAC0AYQA5AGIAMQAtADQANgA2AGMALQBiAGQAOABmAC0AZABjADkANQA4AGMAZAA2ADAANAAxAGUAIgB9AA
Cyber Essentials & Plus,Cyber Essentials + Plus,#a00064,Cyber security,Digital Infrastructure,324,AEP FE and skills,Data,England,,FE Members,Further Education College - Specialist,2. Managed: Engagement plan approved,,07/10/2021 09:59,https://dovetailapp.com/data/2pCKyFjaCVOUlKczbhNwzY#v=ewAiAGgAIgA6ACIAOAA5AGUAZABlADMAYgA4AC0AZgA1AGIAMwAtADQAMABjAGQALQA5AGQAMAAzAC0AMAA2ADgANwA2ADQANwA5ADUAOQBlADEAIgB9AA
Budget implications and financial constraints. Doing more with less - impact of growing number of students and projects with no increase in resource to do this.,Financial/resource constraints,#8cb41e,General needs,Tags,1451,AEP FE and skills,Data,England,,FE Members,Independent Specialist College - Special Educational Needs,2. Managed: Engagement plan approved,,07/10/2021 14:37,https://dovetailapp.com/data/2qEGK4rknGZy4k7y7RfpmF#v=ewAiAGgAIgA6ACIAMgAxAGEAYgA3ADcAMAAwAC0AMABlADYAZQAtADQAMQBhADAALQBhADkANgBjAC0AOQAxADcAOAA4ADkAMAAyADUAMwAxADAAIgB9AA
Not known due to limited engagement with the member despite efforts made.,Explicit needs unkown,#ffb400,General needs,Tags,1451,AEP FE and skills,Data,England,,FE Members,Independent Specialist College - Special Educational Needs,2. Managed: Engagement plan approved,,07/10/2021 14:37,https://dovetailapp.com/data/2qEGK4rknGZy4k7y7RfpmF#v=ewAiAGgAIgA6ACIANQBiADQANAA4ADMAOQA1AC0AZAA5ADUAZgAtADQANgA4ADMALQA4AGIAMAA5AC0AZABmADAAYwBlAGYAYwAwADgANAA3AGUAIgB9AA
Cloud retained expertise,Consultancy/retained expertise,#a00064,Capacity building,Tags,741,AEP FE and skills,Data,England,,FE Members,Independent Specialist College - Special Educational Needs,2. Managed: Engagement plan approved,,07/10/2021 12:01,https://dovetailapp.com/data/2uchEoL6AqxiA0LyBslJok#v=ewAiAGgAIgA6ACIAMgA3ADEANABjAGUAMQBiAC0AMgAyAGQAZAAtADQAYQBhADUALQBiADAAMAA5AC0AZgAxAGMANgBmADQAMQA3AGMANQA5ADMAIgB9AA
Cloud retained expertise,Cloud support,#230078,Cloud/T&I,Digital Infrastructure,741,AEP FE and skills,Data,England,,FE Members,Independent Specialist College - Special Educational Needs,2. Managed: Engagement plan approved,,07/10/2021 12:01,https://dovetailapp.com/data/2uchEoL6AqxiA0LyBslJok#v=ewAiAGgAIgA6ACIAMgA3ADEANABjAGUAMQBiAC0AMgAyAGQAZAAtADQAYQBhADUALQBiADAAMAA5AC0AZgAxAGMANgBmADQAMQA3AGMANQA5ADMAIgB9AA
